" Cloud Service Provider"," Cloud Service Offering"," Type"," Service Model"," Leveraged A T O"," Authorization Date"," Announcement Date"," Agency"," Subagency"," Independent Assessor"," Package Id"
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,National Mediation Board,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Defense,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of the Interior,Bureau of Land Management,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Veterans Affairs,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Social Security Administration,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Homeland Security,Federal Emergency Management Agency,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Agriculture,,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Department of Defense,United States Air Force,,AGENCYSF
Salesforce,Salesforce Government Cloud,Agency,"PaaS, SaaS",Yes,,,Millennium Challenge Corporation,,,AGENCYSF
Salesforce,Salesforce Government Cloud Plus,JAB,"PaaS, SaaS",No,05/18/2020,05/27/2020,JAB Authorization,,"Coalfire Systems, Inc.",FR2003061248
Salesforce,Salesforce Government Cloud Plus,JAB,"PaaS, SaaS",Yes,,,Department of Veterans Affairs,,,FR2003061248
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",No,04/01/2021,11/13/2017,JAB Authorization,,"Coalfire Systems, Inc.",FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of Justice,Justice Management Division,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,National Aeronautics and Space Administration,,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of the Treasury,Internal Revenue Service,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of Justice,Federal Bureau of Prisons,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of Labor,,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of the Treasury,,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Nuclear Regulatory Commission,,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Corporation for National & Community Service (CNCS),,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of Transportation,Federal Aviation Administration,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of Energy,National Nuclear Security Administration / Nevada Field Office,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of Energy,National Nuclear Security Administration / Mission Support Alliance,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,National Science Foundation,,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of Homeland Security,Transportation Security Administration,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,United States House of Representatives,,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Tennessee Valley Authority,,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of Energy,National Nuclear Security Administration / Kansas City Field Office,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of Energy,Los Alamos National Laboratory,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Pretrial Services Agency,,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,General Services Administration,,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of Veterans Affairs,,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of Health and Human Services,Centers for Medicare & Medicaid Services,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of Defense,Washington Headquarters Services,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Cloud Intelligent Enterprise,JAB,"PaaS, SaaS",Yes,,,Department of Justice,,,FR1719841002
SAP National Security Services Inc. (SAP NS2),SAP NS2 Secure Node with SuccessFactors Suite - DoD,Agency,SaaS,No,05/18/2020,06/13/2017,Department of Defense,,"Coalfire Systems, Inc.",F1602257856
SAP National Security Services Inc. (SAP NS2),SAP NS2 Secure Node with SuccessFactors Suite - DoD,Agency,SaaS,Yes,,,Department of Defense,Department of the Navy,,F1602257856
SAP National Security Services Inc. (SAP NS2),SAP NS2 Secure Node with SuccessFactors Suite - DoD,Agency,SaaS,Yes,,,Department of Defense,North American Aerospace Defense Command & United States Northern Command,,F1602257856
SAP National Security Services Inc. (SAP NS2),SAP NS2 Secure Node with SuccessFactors Suite - DoD,Agency,SaaS,Yes,,,Department of Defense,Defense Logistics Agency,,F1602257856
SAP National Security Services Inc. (SAP NS2),SAP NS2 Secure Node with SuccessFactors Suite - DoD,Agency,SaaS,Yes,,,Department of Defense,Missile Defense Agency,,F1602257856
"Saviynt, Inc.",Saviynt Security Manager,Agency,SaaS,No,12/07/2018,03/01/2019,Department of Health and Human Services,,"Coalfire Systems, Inc.",FR1821062403
"Sentinel Labs, Inc.",SentinelOne Endpoint Protection Platform,Agency,SaaS,No,07/07/2020,09/01/2020,Office of Personnel Management,,"Schellman & Company, LLC",FR1919071020
ServiceNow,Government Community Cloud,JAB,SaaS,No,08/12/2019,08/12/2019,JAB Authorization,,"Coalfire Systems, Inc.",F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Energy,Oak Ridge National Laboratory,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Commerce,National Institute of Standards and Technology,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Federal Deposit Insurance Corporation,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,National Aeronautics and Space Administration,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Energy,National Nuclear Security Administration / Lawrence Livermore National Laboratory,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Homeland Security,United States Citizenship and Immigration Services,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Energy,Southwestern Power Administration,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Federal Communications Commission,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Farm Credit Administration,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Health and Human Services,Centers for Medicare & Medicaid Services,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Commerce,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,United States Agency for International Development,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Environmental Protection Agency,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of the Treasury,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Universal Service Administrative Company,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives",,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Social Security Administration,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Education,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of the Interior,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Labor,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Surface Transportation Board,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Tennessee Valley Authority,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Energy,Federal Energy Regulatory Commission,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Consumer Financial Protection Bureau,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,National Science Foundation,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of the Interior,Bureau of Safety and Environmental Enforcement,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of the Treasury,Internal Revenue Service,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Commerce,National Oceanic and Atmospheric Administration,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,General Services Administration,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Federal Trade Commission,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,United States Securities and Exchange Commission,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of the Interior,Fish and Wildlife Service,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Commerce,International Trade Administration,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Federal Reserve System,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Pension Benefit Guaranty Corporation,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Commerce,FirstNet,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Veterans Affairs,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Small Business Administration,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Federal Retirement Thrift Investment Board,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Energy,,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Homeland Security,Customs and Border Protection,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Defense,United States Air Force,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Energy,National Nuclear Security Administration / Nevada Field Office,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of the Interior,Bureau of Trust Funds Administration,,F1305072116
ServiceNow,Government Community Cloud,JAB,SaaS,Yes,,,Department of Justice,United States Marshals Service,,F1305072116
Sirsi Corporation (SirsiDynix),EOS.Web,Agency,SaaS,No,01/30/2019,03/13/2020,U.S. International Development Finance Corporation,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR1818459251
Skillsoft,Private Cloud,Agency,SaaS,No,02/28/2017,05/15/2017,Environmental Protection Agency,,Booz Allen Hamilton,F1207261443
Skillsoft,Private Cloud,Agency,SaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,F1207261443
Skillsoft,Private Cloud,Agency,SaaS,Yes,,,Federal Housing Finance Agency,FHFA Office of the Inspector General,,F1207261443
Slack Technologies,Slack,Agency,SaaS,No,03/26/2020,05/20/2020,Department of Veterans Affairs,,"Schellman & Company, LLC",FR1823447014
Slack Technologies,Slack,Agency,SaaS,Yes,,,General Services Administration,,,FR1823447014
Slack Technologies,Slack,Agency,SaaS,Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,FR1823447014
Slack Technologies,Slack,Agency,SaaS,Yes,,,National Aeronautics and Space Administration,,,FR1823447014
Smarsh,The Federal Archive,Agency,SaaS,No,02/05/2020,06/17/2020,Department of State,,"Schellman & Company, LLC",FR1726074117
Smarsh,The Federal Archive,Agency,SaaS,Yes,,,Department of Veterans Affairs,,,FR1726074117
"Smartronix, Inc.",Cloud Assured Managed Services (CAMS),Agency,PaaS,No,02/25/2020,05/11/2020,Commodity Futures Trading Commission,,"Coalfire Systems, Inc.",F1603077867
Smartsheet,Smartsheet Gov,JAB,SaaS,No,08/12/2019,08/12/2019,JAB Authorization,,"Coalfire Systems, Inc.",FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Tennessee Valley Authority,,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Nuclear Regulatory Commission,,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of Transportation,Federal Aviation Administration,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of Veterans Affairs,,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,National Science Foundation,,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Department of Commerce,National Oceanic and Atmospheric Administration,,FR1730866868
Smartsheet,Smartsheet Gov,JAB,SaaS,Yes,,,Council of the Inspectors General on Integrity and Efficiency,,,FR1730866868
Snowflake Inc.,The Snowflake Service on AWS,Agency,SaaS,No,05/01/2020,07/02/2020,Department of Health and Human Services,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR1809360201
Snowflake Inc.,The Snowflake Service on Azure Government,Agency,SaaS,No,05/01/2020,07/02/2020,Department of Health and Human Services,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR1809360202
Socrata,Socrata Data Platform,Agency,SaaS,No,04/27/2018,05/15/2017,Federal Communications Commission,,"Coalfire Systems, Inc.",SOCRATA
Socrata,Socrata Data Platform,Agency,SaaS,Yes,,,Department of Transportation,,,SOCRATA
Socrata,Socrata Data Platform,Agency,SaaS,Yes,,,United States Agency for International Development,,,SOCRATA
Socrata,Socrata Data Platform,Agency,SaaS,Yes,,,Department of Justice,Office of Justice Programs,,SOCRATA
Socrata,Socrata Data Platform,Agency,SaaS,Yes,,,Department of Veterans Affairs,,,SOCRATA
Software AG Government Solutions,Software AG Government Cloud,Agency,PaaS,No,05/20/2020,07/09/2020,Department of Education,,Kratos,FR2000945223
Software AG Government Solutions,Software AG Government Cloud,Agency,PaaS,Yes,,,Department of Energy,,,FR2000945223
Somnoware Healthcare Systems,Somnoware,Agency,SaaS,No,,,Department of Veterans Affairs,,"Lazarus Alliance, Inc.",FR2002367706
Splunk,Splunk Cloud,Agency,SaaS,No,08/29/2019,10/11/2019,Department of Commerce,,"Schellman & Company, LLC",F1607197917
Splunk,Splunk Cloud,Agency,SaaS,Yes,,,Department of Education,,,F1607197917
Splunk,Splunk Cloud,Agency,SaaS,Yes,,,Department of Veterans Affairs,,,F1607197917
Splunk,Splunk Cloud,Agency,SaaS,Yes,,,National Science Foundation,,,F1607197917
Splunk,Splunk Cloud,Agency,SaaS,Yes,,,Department of Homeland Security,Customs and Border Protection,,F1607197917
Splunk,Splunk Cloud,Agency,SaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,F1607197917
"Sprinklr, Inc.",Sprinklr CXM for Government (CXM),,SaaS,No,,,,,"Schellman & Company, LLC",FR2035740126
Sumo Logic,Sumo Logic,Agency,SaaS,No,11/13/2020,01/29/2021,Federal Trade Commission,,Kratos,FR1918740338
Sumo Logic,Sumo Logic,Agency,SaaS,Yes,,,Department of the Interior,United States Geological Survey,,FR1918740338
Synergetics Incorporated,Open Federal Logistics Information System (OpenFLIS),JAB,SaaS,No,,,JAB Authorization,,"Information Technology Company, LLC",FR1901136437
"TalaTek, LLC",TalaTek intelligent Governance and Risk Integrated Solution (TiGRIS),Agency,SaaS,No,09/29/2020,11/01/2019,Pension Benefit Guaranty Corporation,,"Earthling Security, LLC",FR1913835324
"TechTrend, Inc.",Federal GovCloud (FGC) DevSecOps,Agency,SaaS,No,,,Department of Agriculture,,Kratos,FR1912051231
TeleTech (TTEC) Services Corporation,Humanify Enterprise - Government (Humanify Enterprise - G),JAB,SaaS,No,12/26/2019,12/26/2019,JAB Authorization,,"Coalfire Systems, Inc.",FR1907847653
TeleTech (TTEC) Services Corporation,Humanify Enterprise - Government (Humanify Enterprise - G),JAB,SaaS,Yes,,,Department of Defense,Department of the Navy,,FR1907847653
Tenable Public Sector (TPS),Tenable.io,Agency,SaaS,No,,,Department of Commerce,,Emagine IT,FR1814276801
Terida LLC,Terida RegTech Framework - CLASsoft™,,SaaS,No,,,,,Kratos,FR1901852210
"ThousandEyes, Inc.",ThousandEyes US,,SaaS,No,,,,,"Schellman & Company, LLC",FR1923864124
TRAPWIRE,TRAPWIRE Threat Detection and Analysis System,Agency,SaaS,No,01/11/2018,08/08/2018,Department of Defense,,SecureIT,F1602057825
Trello,Trello Enterprise Cloud,Agency,SaaS,No,09/15/2020,09/23/2020,"General Services Administration ",,"Coalfire Systems, Inc.",FR2028534270
Unison,Contracting SaaS,Agency,SaaS,No,01/31/2019,10/19/2016,Corporation for National & Community Service (CNCS),,"Coalfire Systems, Inc.",F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,Department of Transportation,Federal Aviation Administration,,F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,Department of the Interior,,,F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,Department of Health and Human Services,"National Heart, Lung, and Blood Institute",,F1506046707
Unison,Contracting SaaS,Agency,SaaS,Yes,,,General Services Administration,,,F1506046707
Unison,FedConnect,Agency,SaaS,No,09/20/2019,10/19/2016,United States Agency for International Development,,"Coalfire Systems, Inc.",F1510017461
Unison,FedConnect,Agency,SaaS,Yes,,,Department of Transportation,Federal Aviation Administration,,F1510017461
United States Department of Agriculture,USDA Digital Infrastructure Services Center,Agency,"IaaS, PaaS",No,07/01/2019,09/16/2013,Department of Agriculture,,Emagine IT,AGENCYNITCIAAS
United States Department of Agriculture,USDA Digital Infrastructure Services Center,Agency,"IaaS, PaaS",Yes,,,General Services Administration,,,AGENCYNITCIAAS
United States Department of Agriculture,USDA Digital Infrastructure Services Center,Agency,"IaaS, PaaS",Yes,,,Department of Defense,Defense Information Systems Agency,,AGENCYNITCIAAS
United States Department of Agriculture,USDA Digital Infrastructure Services Center,Agency,"IaaS, PaaS",Yes,,,United States Office of Government Ethics,,,AGENCYNITCIAAS
United States Department of Agriculture,USDA Digital Infrastructure Services Center,Agency,"IaaS, PaaS",Yes,,,Department of Health and Human Services,Food and Drug Administration,,AGENCYNITCIAAS
United States Department of Agriculture,USDA Digital Infrastructure Services Center,Agency,"IaaS, PaaS",Yes,,,Department of Labor,Occupational Safety and Health Administration,,AGENCYNITCIAAS
United States Department of Agriculture,USDA Digital Infrastructure Services Center,Agency,"IaaS, PaaS",Yes,,,Department of Homeland Security,Federal Emergency Management Agency,,AGENCYNITCIAAS
United States Department of the Treasury,Workplace.gov Community Cloud (WC2),Agency,"PaaS, SaaS",No,10/31/2020,05/06/2014,Department of the Treasury,,"Lunarline, Inc.",AGENCYWC2
United States Department of the Treasury,Workplace.gov Community Cloud (WC2),Agency,"PaaS, SaaS",Yes,,,Department of the Treasury,Internal Revenue Service,,AGENCYWC2
United States Department of the Treasury,Workplace.gov Community Cloud (WC2),Agency,"PaaS, SaaS",Yes,,,Department of the Treasury,Bureau of the Fiscal Service,,AGENCYWC2
United States Department of the Treasury,Workplace.gov Community Cloud High (WC2-H),Agency,"IaaS, PaaS",No,09/26/2018,03/02/2020,Department of the Treasury,,"Lunarline, Inc.",FR1801046750
Valimail,Valimail Enforce Platform,Agency,SaaS,No,07/18/2018,08/02/2018,Department of Commerce,,"Coalfire Systems, Inc.",FR1817874315
Valimail,Valimail Enforce Platform,Agency,SaaS,Yes,,,Department of Transportation,Federal Aviation Administration,,FR1817874315
"Vaultara, LLC",Vaultara Flare Services,Agency,SaaS,No,,,Department of Veterans Affairs,,"First Information Technology Services, Inc.",FR2025456731
"VBrick Systems, Inc.",VBrick Rev,Agency,SaaS,No,11/21/2018,02/01/2019,Department of the Interior,,,F1605107898
"VBrick Systems, Inc.",VBrick Rev,Agency,SaaS,Yes,,,Nuclear Regulatory Commission,,,F1605107898
"VBrick Systems, Inc.",VBrick Rev,Agency,SaaS,Yes,,,Department of Commerce,United States Patent and Trademark Office,,F1605107898
"Veritone, Inc.",aiWARE Government,Agency,SaaS,No,05/04/2020,03/14/2019,Department of Justice,,"Schellman & Company, LLC",FR1804557312
Virtru,Virtru Data Protection Platform,Agency,SaaS,No,03/29/2021,03/01/2019,Federal Communications Commission,,Kratos,F1605037894
Virtustream,Federal Cloud (VFC),JAB,IaaS,No,06/09/2015,06/09/2015,JAB Authorization,,"Schellman & Company, LLC",F1301091856
Virtustream,Federal Cloud (VFC),JAB,IaaS,Yes,,,Department of the Interior,,,F1301091856
Virtustream,Federal Cloud (VFC),JAB,IaaS,Yes,,,Department of the Treasury,Office of the Comptroller of the Currency,,F1301091856
Virtustream,Federal Cloud (VFC),JAB,IaaS,Yes,,,Department of Agriculture,,,F1301091856
"VMware, Inc.",VMware Cloud on AWS GovCloud (VMC),Agency,IaaS,No,,,Department of Justice,,"Coalfire Systems, Inc.",FR1916162214
"VMware, Inc.",VMware Cloud on AWS GovCloud (VMC) - JAB,JAB,IaaS,No,,,JAB Authorization,,"Coalfire Systems, Inc.",FR1916163735
"VMware, Inc.",Workspace ONE,Agency,SaaS,No,08/01/2019,11/21/2019,Department of Commerce,,"Coalfire Systems, Inc.",FR1906353407
"VMware, Inc.",Workspace ONE,Agency,SaaS,Yes,,,United States Agency for International Development,,,FR1906353407
"VMware, Inc.",Workspace ONE,Agency,SaaS,Yes,,,Department of Education,,,FR1906353407
"VMware, Inc.",Workspace ONE,Agency,SaaS,Yes,,,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms and Explosives",,FR1906353407
Vyopta Incorporated,Vyopta CPM Suite,Agency,SaaS,No,,,General Services Administration,,"Coalfire Systems, Inc.",FR2017459185
"Waggl, Inc.",Waggl,Agency,SaaS,No,,,Department of Veterans Affairs,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",FR1818240234
"WellHive Holdings, LLC",WellHive,Agency,SaaS,No,04/16/2020,07/14/2020,Department of Veterans Affairs,,"Coalfire Systems, Inc.",FR1825232355
"Wellspring Worldwide, Inc.",Sophia Knowledge Management System,Agency,SaaS,No,,,Department of Veterans Affairs,,"Lunarline, Inc.",FR1924344515
WingSwept,CMTS,Agency,SaaS,No,,,Department of Energy,,"Lunarline, Inc.",FR2106045767
Workiva,Wdesk,Agency,SaaS,No,06/17/2019,10/09/2019,Tennessee Valley Authority,,"Coalfire Systems, Inc.",FR1726564822
Workiva,Wdesk,Agency,SaaS,Yes,,,General Services Administration,,,FR1726564822
Workiva,Wdesk,Agency,SaaS,Yes,,,Department of Energy,,,FR1726564822
Workiva,Wdesk,Agency,SaaS,Yes,,,Department of Housing and Urban Development,,,FR1726564822
Workiva,Wdesk,Agency,SaaS,Yes,,,National Science Foundation,,,FR1726564822
Xerox Corporation,Managed Print Services for US Federal Government,JAB,SaaS,No,09/30/2020,09/10/2018,JAB Authorization,,"Coalfire Systems, Inc.",FR1730334049
Xerox Corporation,Managed Print Services for US Federal Government,JAB,SaaS,Yes,,,Department of Homeland Security,United States Citizenship and Immigration Services,,FR1730334049
"XTec, Incorporated",AuthentX Cloud,Agency,SaaS,No,09/24/2018,08/02/2019,United States Agency for Global Media,,"Coalfire Systems, Inc.",FR1714261912
"XTec, Incorporated",AuthentX Cloud,Agency,SaaS,Yes,,,National Science Foundation,,,FR1714261912
Yello Dba Recsolu Inc,Yello Government Recruiting Solution,Agency,SaaS,No,,,Department of State,,"Schellman & Company, LLC",FR2113557839
Zendesk,Zendesk Customer Support and Help Desk Platform,Agency,SaaS,No,04/24/2020,05/14/2020,General Services Administration,,General Services Administration,FR1821856903
"ZibaSec, Inc.",PhishTACO,Agency,SaaS,No,,,Department of Justice,,"Coalfire Systems, Inc.",FR2009760876
Zimperium,Zimperium Mobile Endpoint Cyber Security,Agency,SaaS,No,03/12/2019,07/01/2019,Department of Homeland Security,,Kratos,FR1731347234
Zimperium,Zimperium Mobile Endpoint Cyber Security,Agency,SaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,FR1731347234
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,No,02/13/2019,04/29/2019,Department of Homeland Security,,"Schellman & Company, LLC",FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Agriculture,United States Forest Service,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Corporation for National & Community Service (CNCS),,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Other Executive Branch Agency,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,General Services Administration,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of the Interior,Bureau of Land Management,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,National Capital Planning Commission,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Federal Trade Commission,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of the Interior,Bureau of Safety and Environmental Enforcement,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Defense,Defense Counterintelligence and Security Agency,,FR1825941347
